category,distance,duration,nearby_places,title,url,p_rating,count,itemId
Nature,32 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/power-write-speech,1.6,481,2790
Nature,24 Kms,2-3 Hours,None,Ooty Lake,/india/ooty/recently-camera,3.1,129,291
Adventure,20 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/author-weight-see,4.6,688,4885
Adventure,35 Kms,Full Day,None,Goa Trekking Trail,/india/goa/three-seek-nature,3.1,280,9967
Religious,15 Kms,Half Day,None,Amritsar Temple,/india/amritsar/improve-program,3.4,892,2174
Nature,21 Kms,Half Day,None,Munnar Garden,/india/munnar/forward-land-tree,1.3,359,2569
Beach,23 Kms,Full Day,None,Mumbai Beach,/india/mumbai/floor-so-color,1.6,889,8963
Religious,33 Kms,2-3 Hours,None,Tirupati Temple,/india/tirupati/customer-part-their,3.9,538,3279
Heritage,45 Kms,Half Day,None,Delhi Museum,/india/delhi/around-series,4.0,273,6415
Nature,42 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/much-article-great,3.2,119,350
Wildlife,50 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/so-choose-address,2.3,805,6458
Wildlife,29 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/be-fact-hundred,4.3,253,1126
Adventure,40 Kms,Half Day,None,Ladakh Trekking Trail,/india/ladakh/rich-yet-key,3.7,186,4743
Religious,17 Kms,1-2 Hours,None,Rishikesh Church,/india/rishikesh/design-another-lose,1.6,98,4542
Heritage,49 Kms,Full Day,None,Agra Fort,/india/agra/whatever-possible,2.7,878,5777
Beach,25 Kms,Half Day,None,Kochi Beach,/india/kochi/history-prove-line,3.5,180,3036
Beach,9 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/age-particularly,4.9,103,6497
Heritage,18 Kms,1-2 Hours,None,Agra Museum,/india/agra/be-office,2.6,312,561
Nature,43 Kms,Full Day,None,Shillong Garden,/india/shillong/work-civil,4.2,585,9516
Nature,8 Kms,1-2 Hours,None,Ooty Hill Station,/india/ooty/push-ability-course,3.6,334,3912
Beach,11 Kms,1-2 Hours,None,Kochi Beach,/india/kochi/inside-official,3.4,876,4046
Religious,42 Kms,2-3 Hours,None,Madurai Ghat,/india/madurai/thank-chance-check,4.5,105,4070
Beach,6 Kms,Half Day,None,Chennai Beach,/india/chennai/growth-church,2.1,550,8350
Heritage,32 Kms,Full Day,None,Agra Palace,/india/agra/politics-strategy,4.5,691,1123
Nature,43 Kms,2-3 Hours,None,Ooty Lake,/india/ooty/effort-begin-care,3.3,280,5255
Wildlife,19 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/well-condition-hand,3.3,472,3240
Religious,1 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/risk-soldier-voice,2.8,244,7532
Beach,33 Kms,2-3 Hours,None,Puri Beach,/india/puri/each-modern-mouth,3.6,367,9695
Adventure,36 Kms,1-2 Hours,None,Manali Rafting Point,/india/manali/system-system,1.2,376,9796
Religious,35 Kms,Full Day,None,Tirupati Church,/india/tirupati/field-treat-while,2.3,779,3400
Heritage,30 Kms,1-2 Hours,None,Agra Fort,/india/agra/walk-east-along,1.8,373,3233
Heritage,50 Kms,Half Day,None,Kolkata Palace,/india/kolkata/charge-free,4.9,81,3168
Religious,9 Kms,1-2 Hours,None,Varanasi Ghat,/india/varanasi/actually-option,1.6,60,1105
Wildlife,26 Kms,2-3 Hours,None,Ranthambore Sanctuary,/india/ranthambore/analysis-economy-no,1.9,309,7001
Nature,20 Kms,Full Day,None,Ooty Garden,/india/ooty/effort-start,4.3,616,4379
Heritage,40 Kms,Half Day,None,Jaipur Museum,/india/jaipur/idea-fear-specific,3.7,474,9431
Wildlife,32 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/form-structure,1.9,400,7985
Heritage,7 Kms,2-3 Hours,None,Jaipur Fort,/india/jaipur/nature-fish-argue,4.3,232,1941
Heritage,45 Kms,1-2 Hours,None,Jaipur Palace,/india/jaipur/election-act-factor,4.5,379,1096
Beach,21 Kms,Half Day,None,Mumbai Resort,/india/mumbai/fight-ready-figure,3.9,343,3703
Nature,16 Kms,1-2 Hours,None,Leh Garden,/india/leh/place-cell-either,4.9,251,4115
Adventure,30 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/together-billion,2.3,615,6452
Heritage,10 Kms,2-3 Hours,None,Hyderabad Fort,/india/hyderabad/not-sign-green-fish,1.8,260,754
Heritage,39 Kms,2-3 Hours,None,Jaipur Palace,/india/jaipur/sound-toward-have,2.6,330,8440
Heritage,7 Kms,1-2 Hours,None,Jaipur Fort,/india/jaipur/consumer-last-wrong,4.3,263,4276
Wildlife,38 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/public-yard,4.1,204,3824
Adventure,10 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/effect-stand,2.9,91,8495
Heritage,23 Kms,1-2 Hours,None,Agra Palace,/india/agra/onto-material,2.9,494,4384
Nature,46 Kms,Half Day,None,Munnar Hill Station,/india/munnar/affect-radio-where,2.8,586,2606
Wildlife,3 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/know-industry-alone,3.6,811,7727
Nature,33 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/fine-population,2.1,339,3869
Beach,11 Kms,1-2 Hours,None,Goa Beach,/india/goa/speak-three-year,4.0,941,2812
Adventure,30 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/data-break-example,1.2,704,9557
Religious,2 Kms,2-3 Hours,None,Varanasi Ghat,/india/varanasi/also-since-call,1.4,88,6097
Wildlife,15 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/mother-reflect-sell,4.1,604,9912
Wildlife,16 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/story-idea-talk,5.0,109,7171
Wildlife,4 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/trade-visit,3.9,208,272
Adventure,13 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/well-consider,4.8,807,3860
Adventure,47 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/try-fear-identify,4.8,201,2577
Heritage,42 Kms,Half Day,None,Kolkata Palace,/india/kolkata/investment-side,3.7,666,8476
Nature,15 Kms,Full Day,None,Munnar Garden,/india/munnar/blue-environmental,3.8,743,4941
Wildlife,4 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/agree-black-build,3.6,618,3776
Nature,37 Kms,Half Day,None,Leh Garden,/india/leh/within-election,1.2,257,9534
Wildlife,33 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/strategy-best,4.0,100,618
Wildlife,4 Kms,Full Day,None,Jim Corbett Sanctuary,/india/jim corbett/many-there-indicate,3.7,477,387
Nature,41 Kms,1-2 Hours,None,Ooty Garden,/india/ooty/decade-level-our,1.7,202,7817
Beach,50 Kms,Full Day,None,Goa Resort,/india/goa/foreign-receive,3.3,690,2732
Wildlife,27 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/experience-item,2.4,616,7093
Wildlife,12 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/responsibility,4.6,667,4567
Heritage,19 Kms,1-2 Hours,None,Delhi Museum,/india/delhi/morning-lot,1.2,774,9664
Wildlife,45 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/mother-pretty-must,4.0,60,3827
Heritage,45 Kms,2-3 Hours,None,Jaipur Palace,/india/jaipur/book-miss-leader,2.0,335,7943
Nature,37 Kms,2-3 Hours,None,Munnar Hill Station,/india/munnar/including-word,2.3,709,9818
Religious,49 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/hear-reduce,4.2,526,5323
Religious,7 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/even-performance,1.4,252,1421
Adventure,24 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/behind-assume-high,4.5,516,2526
Religious,35 Kms,2-3 Hours,None,Amritsar Temple,/india/amritsar/short-myself,4.1,878,7278
Beach,16 Kms,Half Day,None,Kochi Beach,/india/kochi/democratic-radio,4.4,226,415
Beach,39 Kms,1-2 Hours,None,Mumbai Beach,/india/mumbai/out-suggest,2.5,230,6787
Nature,38 Kms,Half Day,None,Leh Lake,/india/leh/structure-partner,2.0,375,4838
Religious,44 Kms,Half Day,None,Madurai Church,/india/madurai/dinner-country,1.6,889,7021
Adventure,50 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/before-wall,3.2,673,7616
Wildlife,27 Kms,2-3 Hours,None,Ranthambore National Park,/india/ranthambore/deep-either-social,4.3,910,1982
Nature,35 Kms,Half Day,None,Shillong Hill Station,/india/shillong/reason-employee,4.6,536,788
Religious,24 Kms,Full Day,None,Varanasi Church,/india/varanasi/smile-herself-oil,3.9,508,4409
Adventure,36 Kms,Full Day,None,Manali Rafting Point,/india/manali/two-item-wall,3.1,179,6826
Adventure,50 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/finish-offer-indeed,1.3,891,9036
Heritage,50 Kms,Half Day,None,Agra Fort,/india/agra/hair-car-thank,4.7,277,8365
Heritage,43 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/pass-discussion,4.4,324,5212
Wildlife,16 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/bar-room,3.2,648,684
Religious,46 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/ever-wish-great,1.3,508,5665
Adventure,46 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/international-power,4.1,672,6133
Heritage,37 Kms,Full Day,None,Jaipur Museum,/india/jaipur/pattern-successful,4.4,179,1283
Beach,36 Kms,Full Day,None,Mumbai Beach,/india/mumbai/brother-resource,4.4,241,3110
Nature,33 Kms,2-3 Hours,None,Leh Hill Station,/india/leh/race-person-member,4.4,809,5915
Religious,14 Kms,1-2 Hours,None,Madurai Ghat,/india/madurai/cold-through-with,2.1,707,5170
Adventure,29 Kms,Half Day,None,Ladakh Trekking Trail,/india/ladakh/tend-win-just-our,1.6,569,587
Religious,36 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/across-fly-attorney,1.4,327,3724
Heritage,43 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/product-seat,4.0,186,2352
Beach,39 Kms,1-2 Hours,None,Puri Beach,/india/puri/force-best-pretty,4.7,862,5448
Heritage,19 Kms,Full Day,None,Hyderabad Museum,/india/hyderabad/media-ask-identify,2.7,984,4751
Adventure,6 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/than-party-result,2.5,990,4422
Religious,38 Kms,2-3 Hours,None,Tirupati Church,/india/tirupati/be-traditional,2.2,877,1144
Religious,30 Kms,1-2 Hours,None,Rishikesh Temple,/india/rishikesh/tend-more-wind-and,1.8,444,1502
Beach,5 Kms,2-3 Hours,None,Puri Resort,/india/puri/white-accept-throw,4.1,173,9837
Religious,21 Kms,1-2 Hours,None,Madurai Temple,/india/madurai/quite-share-through,4.8,494,4630
Adventure,5 Kms,Half Day,None,Goa Trekking Trail,/india/goa/result-agree-will,3.5,959,2644
Adventure,31 Kms,Half Day,None,Manali Rafting Point,/india/manali/take-there-health,5.0,677,6177
Heritage,42 Kms,1-2 Hours,None,Kolkata Museum,/india/kolkata/inside-brother,2.9,490,1894
Adventure,38 Kms,1-2 Hours,None,Ladakh Trekking Trail,/india/ladakh/need-money-notice,4.0,407,5619
Religious,32 Kms,Half Day,None,Tirupati Church,/india/tirupati/keep-safe-strong,3.1,747,2071
Religious,43 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/whose-father-movie,1.5,739,3017
Adventure,20 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/news-at-situation,2.4,529,1294
Heritage,25 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/out-cost-especially,2.5,205,5519
Wildlife,25 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/front-of-almost,1.2,160,9579
Adventure,39 Kms,Full Day,None,Goa Rafting Point,/india/goa/represent-plant,2.9,685,430
Nature,4 Kms,Full Day,None,Leh Lake,/india/leh/simple-find-central,3.9,637,5179
Religious,29 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/employee-maybe-who,4.4,972,9769
Heritage,13 Kms,Half Day,None,Jaipur Fort,/india/jaipur/cut-against-measure,1.8,60,1320
Religious,20 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/method-try-table,4.5,909,3197
Adventure,46 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/join-military,1.8,836,6250
Wildlife,2 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/marriage-here-pull,2.7,507,5402
Beach,41 Kms,1-2 Hours,None,Goa Beach,/india/goa/meet-figure,3.1,53,1102
Wildlife,22 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/level-must-whatever,4.7,879,7622
Adventure,24 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/later-anything,2.3,677,9312
Religious,13 Kms,2-3 Hours,None,Amritsar Church,/india/amritsar/similar-maybe,2.0,869,8823
Religious,28 Kms,Full Day,None,Tirupati Temple,/india/tirupati/do-back-race-simple,2.6,528,2208
Beach,44 Kms,Half Day,None,Mumbai Resort,/india/mumbai/life-raise-eight,2.1,532,3317
Nature,45 Kms,1-2 Hours,None,Ooty Garden,/india/ooty/pass-idea-color,1.6,659,516
Nature,47 Kms,1-2 Hours,None,Ooty Hill Station,/india/ooty/policy-amount-sit,1.5,171,5763
Adventure,9 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/interest-popular-on,1.9,126,190
Beach,20 Kms,2-3 Hours,None,Mumbai Resort,/india/mumbai/mother-final-poor,4.9,556,8553
Heritage,26 Kms,Half Day,None,Kolkata Palace,/india/kolkata/door-bill-carry,3.5,432,3670
Nature,1 Kms,Half Day,None,Ooty Hill Station,/india/ooty/skill-society,4.8,450,7757
Beach,18 Kms,1-2 Hours,None,Mumbai Beach,/india/mumbai/audience-generation,2.3,181,9523
Wildlife,49 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/soon-sea-determine,2.8,129,2805
Wildlife,1 Kms,1-2 Hours,None,Kaziranga Sanctuary,/india/kaziranga/every-black-station,2.8,393,4782
Wildlife,34 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/meet-allow-price,3.5,181,9097
Wildlife,11 Kms,2-3 Hours,None,Ranthambore Sanctuary,/india/ranthambore/once-adult-hope,4.0,195,6671
Adventure,46 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/interest-to-house,3.9,726,1039
Nature,30 Kms,Full Day,None,Ooty Lake,/india/ooty/pull-rise-speak,4.5,862,7612
Beach,49 Kms,Half Day,None,Kochi Beach,/india/kochi/hit-safe-research,3.2,54,5546
Wildlife,38 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/material-themselves,4.7,522,5639
Beach,18 Kms,2-3 Hours,None,Mumbai Resort,/india/mumbai/also-them-exactly,1.3,217,8466
Beach,50 Kms,Full Day,None,Puri Resort,/india/puri/expect-difference,3.1,897,1424
Beach,46 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/skill-imagine,3.6,829,1184
Nature,36 Kms,1-2 Hours,None,Leh Lake,/india/leh/tell-think-mention,1.9,127,6631
Nature,31 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/agreement-dream-why,1.4,483,655
Heritage,19 Kms,Half Day,None,Agra Fort,/india/agra/gas-top-although,2.8,883,7139
Wildlife,8 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/individual-too-put,4.8,563,8777
Adventure,44 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/lose-white-agency,2.5,632,4270
Nature,15 Kms,2-3 Hours,None,Leh Garden,/india/leh/pick-cause-to,1.1,407,8176
Heritage,30 Kms,Full Day,None,Agra Fort,/india/agra/cultural-number-mrs,1.1,337,9787
Wildlife,15 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/price-learn-high,3.7,946,7090
Wildlife,46 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/front-various-laugh,3.0,504,556
Beach,42 Kms,Half Day,None,Chennai Resort,/india/chennai/safe-air-book,2.8,104,2304
Adventure,12 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/medical-line-people,4.0,127,8375
Religious,38 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/activity-enjoy,4.7,857,6424
Adventure,20 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/on-music-perhaps,1.7,890,7469
Nature,22 Kms,Half Day,None,Shillong Lake,/india/shillong/magazine-right,1.1,945,8709
Beach,9 Kms,1-2 Hours,None,Puri Beach,/india/puri/life-security-be,2.5,476,2402
Wildlife,35 Kms,Full Day,None,Kaziranga Sanctuary,/india/kaziranga/believe-form,2.4,918,9053
Beach,4 Kms,Full Day,None,Kochi Resort,/india/kochi/matter-set-large,1.0,684,3243
Heritage,3 Kms,1-2 Hours,None,Agra Fort,/india/agra/life-since-campaign,1.7,973,2821
Adventure,10 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/board-husband-all,4.3,431,7635
Religious,12 Kms,Full Day,None,Amritsar Ghat,/india/amritsar/sign-poor-positive,1.6,759,7353
Wildlife,10 Kms,Full Day,None,Ranthambore Sanctuary,/india/ranthambore/could-something,4.6,704,8365
Beach,2 Kms,1-2 Hours,None,Puri Resort,/india/puri/four-radio-wonder,3.2,859,3222
Nature,33 Kms,Full Day,None,Ooty Lake,/india/ooty/watch-why-bad-stuff,3.3,423,5363
Beach,26 Kms,Full Day,None,Chennai Resort,/india/chennai/site-public-ready,3.3,941,2322
Wildlife,11 Kms,2-3 Hours,None,Ranthambore National Park,/india/ranthambore/from-style-quite,1.7,495,1413
Heritage,5 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/hard-vote-stop-she,4.4,466,527
Nature,3 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/lawyer-serious,1.2,136,7258
Beach,15 Kms,1-2 Hours,None,Puri Resort,/india/puri/vote-write-live,3.8,497,5566
Religious,37 Kms,2-3 Hours,None,Rishikesh Temple,/india/rishikesh/without-team-area,4.3,921,8967
Religious,50 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/impact-according,3.7,858,5382
Religious,28 Kms,1-2 Hours,None,Madurai Church,/india/madurai/behind-under-energy,1.1,448,2553
Nature,39 Kms,Full Day,None,Leh Hill Station,/india/leh/son-more-by-if-to,1.4,259,2594
Religious,8 Kms,Half Day,None,Madurai Church,/india/madurai/because-take,4.8,190,8377
Heritage,34 Kms,2-3 Hours,None,Kolkata Fort,/india/kolkata/popular-film-visit,4.9,900,9331
Nature,2 Kms,Half Day,None,Munnar Hill Station,/india/munnar/rule-right-take,1.7,980,4043
Wildlife,11 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/level-seek-save,4.4,52,8945
Heritage,11 Kms,Half Day,None,Delhi Fort,/india/delhi/write-standard-on,4.3,529,4969
Heritage,21 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/partner-development,1.2,63,9740
Wildlife,40 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/growth-card-new,3.0,58,9102
Nature,37 Kms,Full Day,None,Ooty Hill Station,/india/ooty/commercial-election,3.9,625,5808
Beach,35 Kms,Full Day,None,Puri Beach,/india/puri/may-hundred-image,2.8,882,3280
Religious,37 Kms,2-3 Hours,None,Amritsar Temple,/india/amritsar/air-practice,1.7,285,857
Adventure,42 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/these-exist,4.3,121,6264
Nature,49 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/laugh-particular,4.0,327,9353
Adventure,28 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/everybody-heart,2.0,643,2242
Beach,28 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/building-half-enter,3.0,593,6360
Religious,6 Kms,Full Day,None,Madurai Temple,/india/madurai/next-laugh-anyone,1.5,328,9133
Beach,19 Kms,1-2 Hours,None,Mumbai Resort,/india/mumbai/ground-once-cut,2.9,830,7110
Wildlife,46 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/adult-whose-who,2.4,729,6823
Wildlife,21 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/contain-teacher,3.2,918,5002
Adventure,6 Kms,Half Day,None,Goa Trekking Trail,/india/goa/exist-color,2.0,821,4028
Wildlife,34 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/off-stand-require,1.7,346,8104
Adventure,13 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/check-his-let,2.5,293,2661
Adventure,21 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/support-home-tough,4.8,657,1575
Wildlife,14 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/month-they-full,1.7,785,4560
Adventure,42 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/space-local-station,2.6,667,8802
Heritage,27 Kms,1-2 Hours,None,Kolkata Museum,/india/kolkata/town-in-because,2.7,502,8561
Religious,2 Kms,Full Day,None,Amritsar Church,/india/amritsar/need-trip-candidate,4.8,536,3861
Adventure,33 Kms,Half Day,None,Rishikesh Trekking Trail,/india/rishikesh/common-create,3.6,1000,9233
Heritage,26 Kms,Full Day,None,Jaipur Museum,/india/jaipur/nothing-what,1.4,843,9551
Wildlife,23 Kms,Full Day,None,Jim Corbett Sanctuary,/india/jim corbett/ever-major,1.7,790,2315
Heritage,49 Kms,Half Day,None,Agra Palace,/india/agra/statement-better,2.6,884,3698
Adventure,50 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/area-include,3.4,750,7182
Heritage,32 Kms,Half Day,None,Hyderabad Museum,/india/hyderabad/activity-charge,4.3,297,6449
Heritage,10 Kms,2-3 Hours,None,Agra Palace,/india/agra/knowledge-enter,4.8,463,1365
Nature,10 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/me-since-material,3.8,664,5912
Religious,43 Kms,Full Day,None,Madurai Temple,/india/madurai/peace-bill-kind,4.3,741,8999
Beach,2 Kms,Full Day,None,Chennai Resort,/india/chennai/skin-class-half,5.0,435,2273
Adventure,38 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/major-part-peace,4.3,456,9643
Beach,15 Kms,Half Day,None,Goa Resort,/india/goa/politics-even,3.3,312,515
Beach,16 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/require-politics,4.4,629,3924
Nature,45 Kms,Half Day,None,Ooty Lake,/india/ooty/born-move-support,4.1,932,8252
Adventure,41 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/rich-mrs-economy,2.5,428,5326
Adventure,48 Kms,Half Day,None,Manali Trekking Trail,/india/manali/arm-involve-miss,4.7,955,3159
Beach,35 Kms,Full Day,None,Chennai Resort,/india/chennai/court-son-nation,1.8,382,6853
Heritage,18 Kms,1-2 Hours,None,Agra Fort,/india/agra/indeed-onto-dream,4.6,775,5317
Adventure,19 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/possible-laugh,4.2,353,5941
Heritage,35 Kms,1-2 Hours,None,Agra Museum,/india/agra/local-life-everyone,2.2,271,307
Wildlife,38 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/necessary-quite,4.0,259,185
